Asset ID,Lab,Asset Category,Asset Status,Purchase Year,Purchase Cost,Usage Frequency,Breakdown Frequency,Total Maintenance Cost,Useful Life (Years),Scrap Value
LAB15-PC159,LAB 15,Keyboard (Brand-HP),N,2020,32559,Medium,3,3768,5,3255
LAB13-PC152,LAB 13,Monitor (Brand-HP),N,2018,34563,Medium,8,30664,7,3456
LAB16-PC131,LAB 16,Monitor (Brand-HP),Y,2022,30343,Medium,0,0,7,3034
LAB15-PC160,LAB 15,Keyboard (Brand-HP),N,2019,30277,Medium,2,3568,5,3027
LAB12-PC136,LAB 12,Keyboard (Brand-HP),Y,2023,29706,High,4,4184,5,2970
LAB14-PC121,LAB 14,Keyboard (Brand-HP),N,2023,28367,High,6,11322,5,2836
LAB15-PC161,LAB 15,Monitor (Brand-HP),Y,2023,33835,High,3,8928,7,3383
LAB14-PC122,LAB 14,Monitor (Brand-HP),Y,2021,31613,Medium,2,7106,7,3161
LAB12-PC137,LAB 12,Keyboard (Brand-HP),N,2020,34493,Medium,2,6004,5,3449
LAB15-PC162,LAB 15,Monitor (Brand-HP),N,2023,34163,Medium,6,23550,7,3416
LAB13-PC153,LAB 13,Keyboard (Brand-HP),Y,2022,29502,Low,5,12145,5,2950
LAB13-PC154,LAB 13,Monitor (Brand-HP),Y,2019,34020,Medium,2,4496,7,3402
LAB12-PC138,LAB 12,Monitor (Brand-HP),Y,2022,28955,Medium,3,4926,7,2895
LAB14-PC123,LAB 14,Monitor (Brand-HP),N,2018,30791,Low,3,3510,7,3079
LAB15-PC163,LAB 15,Monitor (Brand-HP),Y,2023,29787,High,2,4806,7,2978
LAB10-PC155,LAB 10,Keyboard (Brand-HP),Y,2023,32694,High,5,16070,5,3269
LAB12-PC139,LAB 12,Monitor (Brand-HP),Y,2021,30303,Medium,5,19860,7,3030
LAB13-PC155,LAB 13,Monitor (Brand-HP),N,2018,30990,Low,4,11752,7,3099
LAB14-PC124,LAB 14,Monitor (Brand-HP),N,2023,30146,Medium,7,15582,7,3014
LAB15-PC164,LAB 15,Keyboard (Brand-HP),N,2018,32036,High,4,5720,5,3203
LAB15-PC165,LAB 15,Keyboard (Brand-HP),Y,2023,33666,High,4,13496,5,3366
LAB10-PC156,LAB 10,Keyboard (Brand-HP),N,2019,33363,High,2,6220,5,3336
LAB10-PC157,LAB 10,Monitor (Brand-HP),Y,2022,29441,Medium,3,3663,7,2944
LAB15-PC166,LAB 15,Monitor (Brand-HP),Y,2022,34472,Medium,0,0,7,3447
LAB14-PC125,LAB 14,Keyboard (Brand-HP),N,2018,34874,High,4,12372,5,3487
LAB13-PC156,LAB 13,Keyboard (Brand-HP),N,2020,27364,Medium,3,3960,5,2736
LAB14-PC126,LAB 14,Monitor (Brand-HP),N,2018,33084,Medium,8,21296,7,3308
LAB15-PC167,LAB 15,Keyboard (Brand-HP),N,2022,34282,Low,6,21102,5,3428
LAB13-PC157,LAB 13,Keyboard (Brand-HP),Y,2022,32120,Medium,1,3049,5,3212
LAB12-PC140,LAB 12,Monitor (Brand-HP),N,2018,34962,Medium,8,13944,7,3496
LAB10-PC158,LAB 10,Monitor (Brand-HP),Y,2022,34908,Medium,1,3033,7,3490
LAB10-PC159,LAB 10,Monitor (Brand-HP),N,2018,31419,High,5,12415,7,3141
LAB16-PC132,LAB 16,Monitor (Brand-HP),N,2018,33187,Low,4,10856,7,3318
LAB10-PC160,LAB 10,Monitor (Brand-HP),Y,2021,30899,Medium,2,6534,7,3089
LAB13-PC158,LAB 13,Monitor (Brand-HP),N,2018,28334,High,3,4653,7,2833
LAB12-PC141,LAB 12,Keyboard (Brand-HP),Y,2021,31929,Low,0,0,5,3192
LAB13-PC159,LAB 13,Monitor (Brand-HP),Y,2019,29091,Medium,1,2095,7,2909
LAB15-PC168,LAB 15,Monitor (Brand-HP),Y,2020,31948,Medium,1,3707,7,3194
LAB14-PC127,LAB 14,Keyboard (Brand-HP),Y,2022,33003,High,4,10220,5,3300
LAB14-PC128,LAB 14,Monitor (Brand-HP),Y,2022,31612,Medium,2,6566,7,3161
LAB13-PC160,LAB 13,Keyboard (Brand-HP),N,2020,29855,Medium,3,6006,5,2985
LAB14-PC129,LAB 14,Monitor (Brand-HP),Y,2021,32301,High,2,2482,7,3230
LAB16-PC133,LAB 16,Monitor (Brand-HP),N,2018,28741,Low,5,8100,7,2874
LAB14-PC130,LAB 14,Monitor (Brand-HP),Y,2022,27252,High,5,10710,7,2725
LAB15-PC169,LAB 15,Monitor (Brand-HP),N,2018,30322,Low,4,14128,7,3032
LAB10-PC161,LAB 10,Monitor (Brand-HP),Y,2019,34367,Medium,0,0,7,3436
LAB14-PC131,LAB 14,Monitor (Brand-HP),N,2018,27997,Medium,6,6978,7,2799
LAB15-PC170,LAB 15,Keyboard (Brand-HP),N,2020,34938,Medium,3,5904,5,3493
LAB15-PC171,LAB 15,Keyboard (Brand-HP),N,2020,32643,Medium,3,5673,5,3264
LAB12-PC142,LAB 12,Monitor (Brand-HP),N,2022,32674,High,6,7536,7,3267
LAB14-PC132,LAB 14,Monitor (Brand-HP),Y,2023,30545,Medium,5,16785,7,3054
LAB13-PC161,LAB 13,Monitor (Brand-HP),Y,2021,31906,Medium,4,12548,7,3190
LAB15-PC172,LAB 15,Monitor (Brand-HP),Y,2023,32725,Medium,4,10348,7,3272
LAB15-PC173,LAB 15,Monitor (Brand-HP),Y,2020,28077,Medium,1,3642,7,2807
LAB10-PC162,LAB 10,Monitor (Brand-HP),Y,2023,28380,High,2,5956,7,2838
LAB10-PC163,LAB 10,Monitor (Brand-HP),Y,2021,32170,Medium,5,16225,7,3217
LAB15-PC174,LAB 15,Monitor (Brand-HP),N,2018,28520,High,4,4344,7,2852
LAB13-PC162,LAB 13,Monitor (Brand-HP),N,2018,29322,High,5,6990,7,2932
LAB14-PC133,LAB 14,Keyboard (Brand-HP),N,2018,34942,High,3,9576,5,3494
LAB10-PC164,LAB 10,Monitor (Brand-HP),Y,2023,31580,High,1,2041,7,3158
LAB13-PC163,LAB 13,Monitor (Brand-HP),N,2023,27474,Medium,7,15890,7,2747
LAB10-PC165,LAB 10,Monitor (Brand-HP),Y,2022,34428,Medium,3,10011,7,3442
LAB15-PC175,LAB 15,Monitor (Brand-HP),Y,2023,28066,High,1,3911,7,2806
LAB15-PC176,LAB 15,Monitor (Brand-HP),Y,2021,34954,Medium,5,9795,7,3495
LAB15-PC177,LAB 15,Keyboard (Brand-HP),Y,2021,28843,Low,0,0,5,2884
LAB13-PC164,LAB 13,Monitor (Brand-HP),Y,2021,27519,Medium,5,17950,7,2751
LAB12-PC143,LAB 12,Keyboard (Brand-HP),N,2018,29734,High,4,6112,5,2973
LAB12-PC144,LAB 12,Keyboard (Brand-HP),Y,2021,34176,Low,0,0,5,3417
LAB10-PC166,LAB 10,Keyboard (Brand-HP),Y,2022,27730,Medium,2,6484,5,2773
LAB14-PC134,LAB 14,Keyboard (Brand-HP),N,2023,33922,High,8,15472,5,3392
LAB13-PC165,LAB 13,Monitor (Brand-HP),Y,2021,29958,Medium,5,9325,7,2995
LAB16-PC134,LAB 16,Monitor (Brand-HP),N,2022,27527,High,7,8092,7,2752
LAB12-PC145,LAB 12,Keyboard (Brand-HP),Y,2023,28773,High,5,19880,5,2877
LAB12-PC146,LAB 12,Keyboard (Brand-HP),N,2023,27566,High,6,16470,5,2756
LAB13-PC166,LAB 13,Keyboard (Brand-HP),N,2019,34097,Medium,3,9972,5,3409
LAB16-PC135,LAB 16,Keyboard (Brand-HP),Y,2022,32243,Medium,1,1632,5,3224
LAB10-PC167,LAB 10,Monitor (Brand-HP),Y,2021,33260,Medium,3,11847,7,3326
LAB12-PC147,LAB 12,Monitor (Brand-HP),N,2018,34621,High,2,6576,7,3462
LAB10-PC168,LAB 10,Monitor (Brand-HP),N,2018,28214,Low,2,5064,7,2821
LAB13-PC167,LAB 13,Keyboard (Brand-HP),N,2020,33579,Medium,4,12988,5,3357
LAB10-PC169,LAB 10,Keyboard (Brand-HP),N,2019,31696,High,1,1034,5,3169
LAB13-PC168,LAB 13,Monitor (Brand-HP),Y,2023,28327,High,2,6690,7,2832
LAB14-PC135,LAB 14,Keyboard (Brand-HP),N,2020,29276,Medium,3,3471,5,2927
LAB14-PC136,LAB 14,Monitor (Brand-HP),Y,2020,29675,Medium,1,1153,7,2967
LAB14-PC137,LAB 14,Keyboard (Brand-HP),Y,2023,31884,Medium,4,4536,5,3188
LAB12-PC148,LAB 12,Keyboard (Brand-HP),N,2020,33719,Medium,1,3005,5,3371
LAB12-PC149,LAB 12,Monitor (Brand-HP),N,2022,32156,High,8,31512,7,3215
LAB16-PC136,LAB 16,Keyboard (Brand-HP),N,2020,34556,Medium,5,16115,5,3455
LAB14-PC138,LAB 14,Monitor (Brand-HP),Y,2023,27010,Medium,5,7955,7,2701
LAB15-PC178,LAB 15,Keyboard (Brand-HP),Y,2022,33825,High,4,5772,5,3382
LAB13-PC169,LAB 13,Monitor (Brand-HP),Y,2022,34359,Medium,1,2981,7,3435
LAB10-PC170,LAB 10,Keyboard (Brand-HP),N,2019,34093,Medium,2,2140,5,3409
LAB16-PC137,LAB 16,Monitor (Brand-HP),N,2018,30404,Medium,8,31296,7,3040
LAB14-PC139,LAB 14,Keyboard (Brand-HP),Y,2021,32970,Low,1,3910,5,3297
LAB13-PC170,LAB 13,Monitor (Brand-HP),Y,2022,33683,Medium,4,9868,7,3368
LAB12-PC150,LAB 12,Keyboard (Brand-HP),N,2019,30664,High,4,9924,5,3066
LAB15-PC179,LAB 15,Monitor (Brand-HP),N,2018,30915,Low,4,13800,7,3091
LAB16-PC138,LAB 16,Monitor (Brand-HP),N,2018,31390,Low,2,5314,7,3139
LAB16-PC139,LAB 16,Keyboard (Brand-HP),N,2022,30637,Low,6,15438,5,3063
LAB16-PC140,LAB 16,Keyboard (Brand-HP),N,2018,32820,High,5,7225,5,3282
LAB14-PC140,LAB 14,Monitor (Brand-HP),Y,2021,34465,High,3,9744,7,3446
LAB15-PC180,LAB 15,Monitor (Brand-HP),Y,2022,27602,Medium,0,0,7,2760
LAB15-PC181,LAB 15,Keyboard (Brand-HP),N,2019,34887,Medium,2,7082,5,3488
LAB10-PC171,LAB 10,Monitor (Brand-HP),N,2018,34726,Low,1,1001,7,3472
LAB14-PC141,LAB 14,Keyboard (Brand-HP),Y,2023,30541,High,5,10240,5,3054
LAB13-PC171,LAB 13,Keyboard (Brand-HP),N,2022,34117,Low,6,14370,5,3411
LAB16-PC141,LAB 16,Monitor (Brand-HP),N,2022,32705,High,6,15696,7,3270
LAB13-PC172,LAB 13,Keyboard (Brand-HP),N,2018,34646,High,3,5118,5,3464
LAB10-PC172,LAB 10,Keyboard (Brand-HP),N,2018,27444,High,4,4768,5,2744
LAB10-PC173,LAB 10,Keyboard (Brand-HP),N,2019,27495,High,2,5112,5,2749
LAB12-PC151,LAB 12,Monitor (Brand-HP),N,2022,33786,High,8,18304,7,3378
LAB10-PC174,LAB 10,Keyboard (Brand-HP),N,2020,33269,Medium,1,3087,5,3326
LAB16-PC142,LAB 16,Monitor (Brand-HP),Y,2020,33634,Medium,1,2262,7,3363
LAB15-PC182,LAB 15,Monitor (Brand-HP),N,2022,32805,High,8,14856,7,3280
LAB10-PC175,LAB 10,Monitor (Brand-HP),Y,2021,29129,Medium,3,6876,7,2912
LAB14-PC142,LAB 14,Monitor (Brand-HP),Y,2021,29265,High,1,3386,7,2926
LAB13-PC173,LAB 13,Monitor (Brand-HP),N,2018,28499,Low,3,11052,7,2849
LAB16-PC143,LAB 16,Keyboard (Brand-HP),Y,2022,32945,High,4,8664,5,3294
LAB12-PC152,LAB 12,Monitor (Brand-HP),Y,2019,28306,Medium,0,0,7,2830
LAB14-PC143,LAB 14,Monitor (Brand-HP),Y,2023,34813,Medium,4,4308,7,3481
LAB10-PC176,LAB 10,Monitor (Brand-HP),Y,2020,34689,Medium,0,0,7,3468
LAB14-PC144,LAB 14,Keyboard (Brand-HP),N,2020,29372,Medium,6,17202,5,2937
LAB13-PC174,LAB 13,Keyboard (Brand-HP),Y,2023,27461,High,2,6052,5,2746
LAB13-PC175,LAB 13,Monitor (Brand-HP),Y,2022,30553,Medium,1,1830,7,3055
LAB13-PC176,LAB 13,Monitor (Brand-HP),Y,2019,33719,Medium,3,9522,7,3371
LAB14-PC145,LAB 14,Keyboard (Brand-HP),N,2020,28652,Medium,3,4536,5,2865
LAB12-PC153,LAB 12,Keyboard (Brand-HP),Y,2022,27255,High,3,7806,5,2725
LAB15-PC183,LAB 15,Monitor (Brand-HP),Y,2019,30373,Medium,3,9426,7,3037
LAB16-PC144,LAB 16,Keyboard (Brand-HP),Y,2022,27098,High,3,10005,5,2709
LAB13-PC177,LAB 13,Monitor (Brand-HP),N,2022,34398,High,8,28176,7,3439
LAB16-PC145,LAB 16,Monitor (Brand-HP),N,2018,27403,High,3,10197,7,2740
LAB16-PC146,LAB 16,Keyboard (Brand-HP),Y,2022,29185,High,2,3862,5,2918
LAB10-PC177,LAB 10,Monitor (Brand-HP),N,2023,28991,Medium,7,15827,7,2899
LAB14-PC146,LAB 14,Keyboard (Brand-HP),N,2020,32728,Medium,6,16566,5,3272
LAB12-PC154,LAB 12,Monitor (Brand-HP),Y,2021,30770,Medium,4,12552,7,3077
LAB10-PC178,LAB 10,Monitor (Brand-HP),Y,2022,34788,Medium,0,0,7,3478
LAB13-PC178,LAB 13,Keyboard (Brand-HP),N,2023,30433,High,7,18473,5,3043
LAB16-PC147,LAB 16,Keyboard (Brand-HP),N,2019,27526,High,4,13936,5,2752
LAB15-PC184,LAB 15,Monitor (Brand-HP),N,2023,33233,Medium,6,9204,7,3323
LAB14-PC147,LAB 14,Monitor (Brand-HP),Y,2020,33385,Medium,0,0,7,3338
LAB15-PC185,LAB 15,Keyboard (Brand-HP),N,2023,27724,High,7,22295,5,2772
LAB16-PC148,LAB 16,Keyboard (Brand-HP),Y,2022,29630,High,1,3162,5,2963
LAB14-PC148,LAB 14,Monitor (Brand-HP),N,2023,33770,Medium,6,17772,7,3377
LAB12-PC155,LAB 12,Keyboard (Brand-HP),N,2019,34131,High,3,3618,5,3413
LAB15-PC186,LAB 15,Monitor (Brand-HP),Y,2019,31642,Medium,0,0,7,3164
LAB14-PC149,LAB 14,Monitor (Brand-HP),Y,2022,33989,High,5,6445,7,3398
LAB13-PC179,LAB 13,Keyboard (Brand-HP),N,2018,32039,High,4,14096,5,3203
LAB13-PC180,LAB 13,Keyboard (Brand-HP),N,2022,32130,Low,6,21672,5,3213
LAB10-PC179,LAB 10,Keyboard (Brand-HP),Y,2022,31769,High,4,12672,5,3176
LAB16-PC149,LAB 16,Monitor (Brand-HP),Y,2021,30097,Medium,1,1085,7,3009
LAB14-PC150,LAB 14,Keyboard (Brand-HP),Y,2021,27137,Low,2,5650,5,2713
LAB12-PC156,LAB 12,Monitor (Brand-HP),N,2018,30804,High,2,7040,7,3080
